record_id,country_code,country_name,region,income_level,date,year,month,week,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index,aqi_pm,uhs_service_coverage_index
1193,CHN,China,East Asia,Upper-Middle,3/27/2016,2016,3,12,35.86,104.19,1411,13.73,1.14,121.9,0,0,0,0,55.2,70,42.3,37.4,8.2,12.4,24.6,71.7,11858,68.3,99,149.5075377,
1194,CHN,China,East Asia,Upper-Middle,4/3/2016,2016,4,13,35.86,104.19,1411,9.54,-0.53,140,1,0,0,1,32.7,31,62.6,30.1,8.2,27.6,15,77,11878,71.3,86.2,94.96958175,
1195,CHN,China,East Asia,Upper-Middle,4/10/2016,2016,4,14,35.86,104.19,1411,13.59,-1.31,109.3,0,0,0,0,15.7,31,51.7,17.8,4.8,15.6,18.9,79.7,11878,76.7,96,63.29657795,
1196,CHN,China,East Asia,Upper-Middle,4/17/2016,2016,4,15,35.86,104.19,1411,14.04,-0.26,85,1,0,0,1,41.7,80,59.6,34.7,8.6,16.2,25.7,72.4,11878,73.1,98.1,116.2663317,
1197,CHN,China,East Asia,Upper-Middle,4/24/2016,2016,4,16,35.86,104.19,1411,10.15,-0.01,69.8,0,0,0,0,65.2,87,69.4,16.4,3.5,24.7,20,72.3,11878,67.4,94.5,157.7997139,
1198,CHN,China,East Asia,Upper-Middle,5/1/2016,2016,5,17,35.86,104.19,1411,9.3,0.6,163.4,0,0,0,0,0,0,45.1,34.8,7,22.9,3.4,79.6,11897,69.9,88.8,0,
1199,CHN,China,East Asia,Upper-Middle,5/8/2016,2016,5,18,35.86,104.19,1411,9.17,-0.65,95.5,0,0,0,0,46.1,61,65.6,33.7,6.4,16.1,25.1,78.7,11897,70.4,94.4,127.1005025,
1200,CHN,China,East Asia,Upper-Middle,5/15/2016,2016,5,19,35.86,104.19,1411,8.32,0.86,82.6,0,0,0,0,79.2,122,86.7,43.8,1.6,26.5,2.6,75.9,11897,64.8,93.3,167.6137339,
1201,CHN,China,East Asia,Upper-Middle,5/22/2016,2016,5,20,35.86,104.19,1411,8.61,-0.06,109.5,1,0,0,1,52.9,107,67.6,28.6,6.8,14.4,14.9,70.8,11897,74.5,96.7,143.8442211,
1202,CHN,China,East Asia,Upper-Middle,5/29/2016,2016,5,21,35.86,104.19,1411,4.78,0.05,135.5,0,0,0,0,61.1,93,88.4,29.7,4.6,7.3,0.4,71.9,11897,74.3,100,154.925608,
1203,CHN,China,East Asia,Upper-Middle,6/5/2016,2016,6,22,35.86,104.19,1411,7.84,0.55,97.3,0,0,0,0,0,4,57.6,28,4.2,14.3,0,79.2,11916,75.1,97.3,0,
1204,CHN,China,East Asia,Upper-Middle,6/12/2016,2016,6,23,35.86,104.19,1411,7.73,-0.15,90,0,0,0,0,56.1,99,70.1,34.8,4.1,15.1,8.2,70.4,11916,71,91.3,151.4206009,
1205,CHN,China,East Asia,Upper-Middle,6/19/2016,2016,6,24,35.86,104.19,1411,5.98,-0.17,82.9,0,0,0,0,34.4,74,72.9,22.9,3.4,24.4,8,72.4,11916,69.8,91.6,98.13688213,
1206,CHN,China,East Asia,Upper-Middle,6/26/2016,2016,6,25,35.86,104.19,1411,3.1,0.17,134.2,0,0,0,0,16,9,53.7,36,0.7,27.4,0,76.5,11916,66.3,89.3,63.85551331,
1207,CHN,China,East Asia,Upper-Middle,7/3/2016,2016,7,26,35.86,104.19,1411,2.83,0.12,51.3,0,0,0,0,41.8,55,61.5,27.2,0.4,33.8,0,68.4,11935,70.9,88.5,116.5125628,
1208,CHN,China,East Asia,Upper-Middle,7/10/2016,2016,7,27,35.86,104.19,1411,2.41,0.12,111.3,0,0,0,0,47.7,69,54.8,38.1,7.8,13.9,0,76.7,11935,70.7,95.6,131.040201,
1209,CHN,China,East Asia,Upper-Middle,7/17/2016,2016,7,28,35.86,104.19,1411,2.94,-0.06,60.4,0,0,0,0,85.4,142,76.3,21.5,6,23.6,0,73.8,11935,71.3,95.2,171.9599428,
1210,CHN,China,East Asia,Upper-Middle,7/24/2016,2016,7,29,35.86,104.19,1411,-1.45,-0.04,106,0,0,0,0,27.6,56,50.2,33.6,5,21.9,0,70.2,11935,73.2,84.5,85.46768061,
1211,CHN,China,East Asia,Upper-Middle,7/31/2016,2016,7,30,35.86,104.19,1411,0.34,-0.99,44,0,0,0,0,49.8,62,58,26.4,8,15.3,0,74.8,11935,66.3,85.2,136.2110553,
1212,CHN,China,East Asia,Upper-Middle,8/7/2016,2016,8,31,35.86,104.19,1411,0.57,0.54,29.8,0,0,0,0,60.8,73,50.3,39,4.8,15.8,0,77.7,11955,76.5,99.7,154.7153076,
1213,CHN,China,East Asia,Upper-Middle,8/14/2016,2016,8,32,35.86,104.19,1411,-1.54,-0.38,105.9,0,0,0,0,29.1,56,69.6,28.1,1.7,16.7,0,77.8,11955,72.7,100,88.26235741,
1214,CHN,China,East Asia,Upper-Middle,8/21/2016,2016,8,33,35.86,104.19,1411,-4.59,0.76,18.2,0,0,0,0,81.1,123,61.2,34.6,5.8,23.7,0,69.1,11955,69.5,100,168.9456366,
1215,CHN,China,East Asia,Upper-Middle,8/28/2016,2016,8,34,35.86,104.19,1411,-2.41,-0.37,0,0,0,0,0,55,118,68.8,31.4,0.2,21.4,0,69.3,11955,65.2,100,149.0150754,
1216,CHN,China,East Asia,Upper-Middle,9/4/2016,2016,9,35,35.86,104.19,1411,-5.65,0.64,22.1,0,0,0,0,41.5,72,47.2,34.1,7,12.9,0,78.4,11974,73.6,82.7,115.7738693,
1217,CHN,China,East Asia,Upper-Middle,9/11/2016,2016,9,36,35.86,104.19,1411,-3.36,0.39,29.7,0,0,0,0,11,48,54.8,28.3,5.3,19.2,0,75.5,11974,72.4,96.3,54.53992395,
1218,CHN,China,East Asia,Upper-Middle,9/18/2016,2016,9,37,35.86,104.19,1411,-4.63,-0.38,7.6,0,0,0,0,58.7,112,65.2,32.8,6.5,24.9,0,69.8,11974,66,97.4,153.2432046,
1219,CHN,China,East Asia,Upper-Middle,9/25/2016,2016,9,38,35.86,104.19,1411,-4.99,0.16,93.7,0,0,0,0,51.3,86,77,26,4.5,32.2,0,70,11974,75.6,100,139.9045226,
1220,CHN,China,East Asia,Upper-Middle,10/2/2016,2016,10,39,35.86,104.19,1411,-3.85,0.11,49.9,0,0,0,0,31.2,30,54.6,30.1,8.6,29.2,0,73.2,11993,74.3,92.3,92.17490494,
1221,CHN,China,East Asia,Upper-Middle,10/9/2016,2016,10,40,35.86,104.19,1411,-3.96,-0.28,57.8,0,0,0,0,66.4,108,80.2,24.1,7.8,16.6,0,75.9,11993,72.7,100,158.6409156,
1222,CHN,China,East Asia,Upper-Middle,10/16/2016,2016,10,41,35.86,104.19,1411,-4.13,0.19,45.6,0,0,0,0,22.7,15,56,31.4,5,23.5,0,79.9,11993,72.8,96.6,76.33840304,
1223,CHN,China,East Asia,Upper-Middle,10/23/2016,2016,10,42,35.86,104.19,1411,-3.69,1.21,53.7,0,0,0,0,43.9,52,48.7,31.1,2.4,22.1,0,74.2,11993,70.9,100,121.6834171,
1224,CHN,China,East Asia,Upper-Middle,10/30/2016,2016,10,43,35.86,104.19,1411,0.74,-0.55,40.8,0,0,0,0,38.4,72,39.1,20,4.7,27.9,0,79.4,11993,63.2,91.3,108.1407035,
1225,CHN,China,East Asia,Upper-Middle,11/6/2016,2016,11,44,35.86,104.19,1411,-4.13,-0.43,92.3,0,0,0,0,66.8,119,60.5,20.2,5.4,21.8,0,77,12013,77.4,88.7,158.9213162,
1226,CHN,China,East Asia,Upper-Middle,11/13/2016,2016,11,45,35.86,104.19,1411,-4.46,0.47,36.8,0,0,0,0,32.3,39,45.2,32.5,2.7,24,0,76,12013,78.4,99.2,94.2243346,
1227,CHN,China,East Asia,Upper-Middle,11/20/2016,2016,11,46,35.86,104.19,1411,1.24,-0.28,9.9,0,0,0,0,63,131,58,31.4,5.2,26,0,69.1,12013,66.8,88,156.2575107,
1228,CHN,China,East Asia,Upper-Middle,11/27/2016,2016,11,47,35.86,104.19,1411,-1.26,0.72,8.3,0,0,0,0,23.3,54,66.5,25.8,3.8,17.2,0,72.4,12013,63.9,96.8,77.45627376,
1229,CHN,China,East Asia,Upper-Middle,12/4/2016,2016,12,48,35.86,104.19,1411,1.01,-0.07,46.6,0,0,0,0,45.3,99,59.4,24.5,6.8,19.4,0,73.3,12032,81.2,95.6,125.1306533,
1230,CHN,China,East Asia,Upper-Middle,12/11/2016,2016,12,49,35.86,104.19,1411,1.27,0.91,16.8,0,1,0,1,66.3,87,57.4,34.9,7.6,20.5,0,77.1,12032,61.3,79.2,158.5708155,
1231,CHN,China,East Asia,Upper-Middle,12/18/2016,2016,12,50,35.86,104.19,1411,-0.62,0.93,74.3,0,0,0,0,5.5,16,56.1,32.4,7.8,17,0,78.4,12032,69.8,95.9,30.55555556,
1232,CHN,China,East Asia,Upper-Middle,12/25/2016,2016,12,51,35.86,104.19,1411,4.8,-0.51,88,0,0,0,0,89.7,155,67.8,35.4,7.8,14.9,3.7,76.5,12032,72.4,91.9,174.9742489,
1233,CHN,China,East Asia,Upper-Middle,1/1/2017,2017,1,52,35.86,104.19,1411,8.52,0.72,85.5,0,0,0,0,35.9,31,71.3,26.3,4.3,21.3,15.3,74.3,12051,70.5,100,101.9849246,79
1234,CHN,China,East Asia,Upper-Middle,1/8/2017,2017,1,1,35.86,104.19,1411,4.56,0.08,79.8,0,0,0,0,1.9,-9,53,29.2,4.5,18.5,0,74.4,12051,67.5,95.8,10.55555556,79
1235,CHN,China,East Asia,Upper-Middle,1/15/2017,2017,1,2,35.86,104.19,1411,6.36,-0.05,59.3,0,0,0,0,13.2,59,42.7,27.2,6.6,21.9,8.3,74.6,12051,67.8,98.5,58.63878327,79
1236,CHN,China,East Asia,Upper-Middle,1/22/2017,2017,1,3,35.86,104.19,1411,5.86,0.16,126.4,0,0,0,0,34.2,51,70.9,35.6,9.8,11.3,9.3,75.2,12051,73,92.9,97.76425856,79
1237,CHN,China,East Asia,Upper-Middle,1/29/2017,2017,1,4,35.86,104.19,1411,9.46,-0.37,112.4,0,0,0,0,59.3,88,73.8,24,10.9,21.4,9.9,76.3,12051,73.2,100,153.6638054,79
1238,CHN,China,East Asia,Upper-Middle,2/5/2017,2017,2,5,35.86,104.19,1411,6.18,0.61,92.9,0,0,0,0,41,28,57.7,30.7,6.4,17.5,0,72.2,12070,71.2,96.1,114.5427136,79
1239,CHN,China,East Asia,Upper-Middle,2/12/2017,2017,2,6,35.86,104.19,1411,9.1,-0.85,125.6,1,0,0,1,30.3,37,63.7,26.6,14.6,22.6,13.5,74.6,12070,78.3,100,90.49809886,79
1240,CHN,China,East Asia,Upper-Middle,2/19/2017,2017,2,7,35.86,104.19,1411,8.72,-0.62,123.2,0,0,0,0,59.3,74,78.7,28.6,6.6,18.8,7.3,73.2,12070,77.3,96.1,153.6638054,79
1241,CHN,China,East Asia,Upper-Middle,2/26/2017,2017,2,8,35.86,104.19,1411,10.02,0.14,82.3,1,0,0,1,29.4,31,43.3,22.4,0.6,26.9,21.1,74.6,12070,72,100,88.82129278,79
1242,CHN,China,East Asia,Upper-Middle,3/5/2017,2017,3,9,35.86,104.19,1411,10.52,0.57,120.1,1,0,0,1,71,116,67.1,31.9,2.8,26.2,20,74.1,12090,65.5,98.9,161.8655222,79
1243,CHN,China,East Asia,Upper-Middle,3/12/2017,2017,3,10,35.86,104.19,1411,11.64,0.99,145,0,0,0,0,31.7,36,52.1,35,11.4,26.5,21.8,76.9,12090,63.1,98.1,93.10646388,79
1244,CHN,China,East Asia,Upper-Middle,3/19/2017,2017,3,11,35.86,104.19,1411,15.49,-0.8,140.9,1,0,0,1,0,4,56.3,28.4,2.9,16.1,34.3,74,12090,66.1,94.1,0,79
1245,CHN,China,East Asia,Upper-Middle,3/26/2017,2017,3,12,35.86,104.19,1411,11.8,0.56,83.9,0,0,0,0,10.9,-14,47.8,40.4,5.8,14.1,21.7,80.5,12090,76.2,97.8,54.35361217,79
1246,CHN,China,East Asia,Upper-Middle,4/2/2017,2017,4,13,35.86,104.19,1411,13.17,0.39,95.9,1,0,0,1,53.8,70,69.4,29.4,0,25.1,19.9,75.4,12109,70,99,146.0603015,79
1247,CHN,China,East Asia,Upper-Middle,4/9/2017,2017,4,14,35.86,104.19,1411,10.89,0.18,133.8,0,0,0,0,51.6,71,68.1,21.7,5.8,21.2,15.4,77.9,12109,73.7,95.9,140.6432161,79
1248,CHN,China,East Asia,Upper-Middle,4/16/2017,2017,4,15,35.86,104.19,1411,9.51,0.77,125.1,0,0,0,0,96.2,139,83.4,31.1,2.1,16.7,1.6,73.6,12109,76.8,86.2,179.5307582,79
1249,CHN,China,East Asia,Upper-Middle,4/23/2017,2017,4,16,35.86,104.19,1411,8.62,-0.4,158.5,0,0,0,0,33.3,39,59.6,28.9,10.7,10.5,10.1,75.5,12109,68.4,100,96.08745247,79
1250,CHN,China,East Asia,Upper-Middle,4/30/2017,2017,4,17,35.86,104.19,1411,11.75,0.22,87.2,1,0,0,1,65.4,117,75.8,40,6.1,19,24.5,79.3,12109,69.4,94.7,157.9399142,79
1251,CHN,China,East Asia,Upper-Middle,5/7/2017,2017,5,18,35.86,104.19,1411,10.66,0.1,124.3,0,0,0,0,109.6,159,65.8,33.3,5.9,20.9,17.4,76.6,12128,71.6,93.6,188.9241774,79
1252,CHN,China,East Asia,Upper-Middle,5/14/2017,2017,5,19,35.86,104.19,1411,11.25,-0.49,136.1,1,0,0,1,25.7,48,61.2,28.2,6.6,18.5,28.9,73.9,12128,75.7,94.6,81.92775665,79
1253,CHN,China,East Asia,Upper-Middle,5/21/2017,2017,5,20,35.86,104.19,1411,8.03,0.24,145.5,0,0,0,0,0,-21,49.2,32.1,2.2,21,5.4,73.4,12128,67.8,100,0,79
1254,CHN,China,East Asia,Upper-Middle,5/28/2017,2017,5,21,35.86,104.19,1411,7.29,0.11,135.2,0,0,0,0,31.9,39,65.4,34.6,8.4,19.9,10,78.4,12128,74,98.2,93.47908745,79
1255,CHN,China,East Asia,Upper-Middle,6/4/2017,2017,6,22,35.86,104.19,1411,8.48,0.99,125.8,0,0,0,0,0,-26,45.3,33.1,2.7,18.4,15.2,71.5,12148,66.4,100,0,79
1256,CHN,China,East Asia,Upper-Middle,6/11/2017,2017,6,23,35.86,104.19,1411,5.92,0.21,63.9,0,0,0,0,14.4,29,65.6,30.7,3.6,20.9,5.1,71.2,12148,71.2,84.7,60.87452471,79
1257,CHN,China,East Asia,Upper-Middle,6/18/2017,2017,6,24,35.86,104.19,1411,3.69,0.13,94.8,0,0,0,0,56.9,89,54.1,37.9,8.8,13.8,2.1,77.6,12148,67,98,151.981402,79
1258,CHN,China,East Asia,Upper-Middle,6/25/2017,2017,6,25,35.86,104.19,1411,8.69,0.43,93.3,4,0,0,4,51.4,87,73,44.4,3.3,24.9,50.4,75.7,12148,63.9,99,140.1507538,79
1259,CHN,China,East Asia,Upper-Middle,7/2/2017,2017,7,26,35.86,104.19,1411,1.32,-0.63,52.2,0,0,0,0,48.3,79,60.8,36.5,8.1,22.4,0,77.2,12167,70.3,100,132.5175879,79
1260,CHN,China,East Asia,Upper-Middle,7/9/2017,2017,7,27,35.86,104.19,1411,4.32,-0.1,59.2,0,0,0,0,12.5,27,38.6,29.4,3.7,21.2,7.5,72.1,12167,76.8,100,57.33460076,79
1261,CHN,China,East Asia,Upper-Middle,7/16/2017,2017,7,28,35.86,104.19,1411,1.51,-0.39,50.5,0,0,0,0,62,78,64,22.7,7,18.3,0,68.4,12167,78.2,100,155.5565093,79
1262,CHN,China,East Asia,Upper-Middle,7/23/2017,2017,7,29,35.86,104.19,1411,2.11,0.81,59.9,0,0,0,0,51.7,73,70.7,39.2,1.4,16.6,0,73.8,12167,71.6,99.4,140.8894472,79
1263,CHN,China,East Asia,Upper-Middle,7/30/2017,2017,7,30,35.86,104.19,1411,-2,0.54,24.5,0,0,0,0,42.8,79,63.3,37.3,3.8,18.9,0,73.5,12167,73.7,100,118.9748744,79
1264,CHN,China,East Asia,Upper-Middle,8/6/2017,2017,8,31,35.86,104.19,1411,0.18,0.61,53.9,0,0,0,0,36.4,75,54.4,36.2,4.8,10.9,0,76,12186,56.2,87.4,103.2160804,79
1265,CHN,China,East Asia,Upper-Middle,8/13/2017,2017,8,32,35.86,104.19,1411,-0.75,-0.27,57.7,0,0,0,0,0,11,52.5,28.4,5.1,22.6,0,78,12186,60.6,100,0,79
1266,CHN,China,East Asia,Upper-Middle,8/20/2017,2017,8,33,35.86,104.19,1411,-5.05,-0.12,42.8,0,0,0,0,78.4,85,68.5,20.6,4.1,17.8,0,76.3,12186,67,93.6,167.0529328,79
1267,CHN,China,East Asia,Upper-Middle,8/27/2017,2017,8,34,35.86,104.19,1411,-2.16,0.33,41.6,0,0,0,0,37.4,54,66.2,20.8,6.2,21.7,0,73.1,12186,69.3,84.5,105.678392,79
1268,CHN,China,East Asia,Upper-Middle,9/3/2017,2017,9,35,35.86,104.19,1411,0.01,0.06,35.3,0,0,0,0,53.4,85,72.6,29.2,6.3,28.5,0,79.4,12205,81.7,94,145.0753769,79
1269,CHN,China,East Asia,Upper-Middle,9/10/2017,2017,9,36,35.86,104.19,1411,-5.54,0.23,64.5,0,0,0,0,34.3,53,69.4,27.6,10,13.2,0,73.2,12205,75,96.9,97.95057034,79
1270,CHN,China,East Asia,Upper-Middle,9/17/2017,2017,9,37,35.86,104.19,1411,-5.25,-0.01,39.7,0,0,0,0,83.4,155,77,25.7,3.4,19.2,0,75.3,12205,64.1,100,170.5579399,79
1271,CHN,China,East Asia,Upper-Middle,9/24/2017,2017,9,38,35.86,104.19,1411,-6.07,0.46,4.9,0,0,0,0,31.6,22,45.1,19.1,3.9,19.4,0,73.7,12205,74.9,93.7,92.92015209,79
1272,CHN,China,East Asia,Upper-Middle,10/1/2017,2017,10,39,35.86,104.19,1411,-2.25,-0.17,45.1,0,0,0,0,35.8,54,61.6,27.4,8.2,15.8,0,72,12225,78.9,98.9,101.7386935,79
1273,CHN,China,East Asia,Upper-Middle,10/8/2017,2017,10,40,35.86,104.19,1411,-3.7,1.27,41.5,0,0,0,0,71.5,107,74.2,36,1.9,22,0,74.2,12225,68.4,100,162.2160229,79
1274,CHN,China,East Asia,Upper-Middle,10/15/2017,2017,10,41,35.86,104.19,1411,-6.07,0.18,24.6,0,0,0,0,117.2,194,87.2,34.3,4.4,14.5,0,75.2,12225,75,96.1,194.2517883,79
1275,CHN,China,East Asia,Upper-Middle,10/22/2017,2017,10,42,35.86,104.19,1411,-1.45,0.48,0,0,0,0,0,66.1,127,64.7,25.8,8.4,16.4,0,76.6,12225,71.9,100,158.4306152,79
1276,CHN,China,East Asia,Upper-Middle,10/29/2017,2017,10,43,35.86,104.19,1411,-4.68,0.12,36,0,0,0,0,94.3,135,79.3,31.5,1.5,19.2,0,73.3,12225,76.9,98.3,178.1988555,79
1277,CHN,China,East Asia,Upper-Middle,11/5/2017,2017,11,44,35.86,104.19,1411,-3.32,0.02,46,0,0,0,0,74,126,62.3,35.5,7.3,19.9,0,76.1,12244,71.1,95.6,163.9685265,79
1278,CHN,China,East Asia,Upper-Middle,11/12/2017,2017,11,45,35.86,104.19,1411,-1.14,0.72,18.3,0,1,0,1,58.5,99,82.8,39.2,8.4,21.1,0,75.3,12244,68.1,76.3,153.1030043,79
1279,CHN,China,East Asia,Upper-Middle,11/19/2017,2017,11,46,35.86,104.19,1411,-1.24,0.35,49.7,0,0,0,0,31,56,46.2,39,4.3,21.3,0,76.9,12244,73,90.3,91.80228137,79
1280,CHN,China,East Asia,Upper-Middle,11/26/2017,2017,11,47,35.86,104.19,1411,-0.38,-0.26,34.8,0,0,0,0,44.7,48,80.6,36.1,6.4,19,0,72.7,12244,73.8,100,123.6532663,79
1281,CHN,China,East Asia,Upper-Middle,12/3/2017,2017,12,48,35.86,104.19,1411,-2.4,0.83,7.8,0,0,0,0,33.2,79,55.7,38.3,7.2,26.7,0,76,12263,69.9,96.2,95.90114068,79
1282,CHN,China,East Asia,Upper-Middle,12/10/2017,2017,12,49,35.86,104.19,1411,3.15,1.15,54.1,0,0,0,0,52.7,92,71.9,44.3,4.7,18.1,6.2,74.2,12263,71.5,100,143.3517588,79
1283,CHN,China,East Asia,Upper-Middle,12/17/2017,2017,12,50,35.86,104.19,1411,3.49,-0.37,56.7,0,0,0,0,0,-9,59.3,28.4,2.2,27.3,0.7,75,12263,78.5,100,0,79
1284,CHN,China,East Asia,Upper-Middle,12/24/2017,2017,12,51,35.86,104.19,1411,6.25,-0.13,42.3,0,0,0,0,91.5,146,91.4,33.8,9.9,17.6,4.6,69.7,12263,69,96.4,176.2360515,79
1285,CHN,China,East Asia,Upper-Middle,12/31/2017,2017,12,52,35.86,104.19,1411,3.87,0.46,59.6,0,0,0,0,25.2,36,65.4,26.9,12,13.6,0,77.1,12263,75.7,100,80.99619772,79
1286,CHN,China,East Asia,Upper-Middle,1/7/2018,2018,1,1,35.86,104.19,1411,3.14,-0.19,59.1,0,0,0,0,40.2,66,53.4,20.3,8.5,19.2,3,81.4,12283,68.5,100,112.5728643,
1287,CHN,China,East Asia,Upper-Middle,1/14/2018,2018,1,2,35.86,104.19,1411,3.17,-0.33,62.5,0,0,0,0,100.1,150,88.9,15.1,6.1,18.3,6.3,79.2,12283,73.3,95.2,182.2646638,
1288,CHN,China,East Asia,Upper-Middle,1/21/2018,2018,1,3,35.86,104.19,1411,9.72,0.81,117,0,0,0,0,46.4,60,61.8,30.5,5.1,16.5,7.3,73.9,12283,72.4,100,127.839196,
1289,CHN,China,East Asia,Upper-Middle,1/28/2018,2018,1,4,35.86,104.19,1411,9.99,-0.07,89.5,3,0,0,3,58.6,86,74.4,21.6,5.1,11,30.9,72.8,12283,61.8,92.1,153.1731044,
1290,CHN,China,East Asia,Upper-Middle,2/4/2018,2018,2,5,35.86,104.19,1411,7.11,0.4,109.3,0,0,0,0,0,1,53.2,30.3,4.8,21.1,11.1,78.9,12302,62.1,96.1,0,
1291,CHN,China,East Asia,Upper-Middle,2/11/2018,2018,2,6,35.86,104.19,1411,11.67,0.49,122.6,0,0,0,0,76.9,103,88.9,32.3,1.8,13,16.9,68.7,12302,64.4,95.8,166.0014306,
1292,CHN,China,East Asia,Upper-Middle,2/18/2018,2018,2,7,35.86,104.19,1411,10.23,-0.71,108.1,0,0,0,0,53.8,99,62.3,25.8,4.5,21,13.3,72,12302,73.8,100,146.0603015,
1293,CHN,China,East Asia,Upper-Middle,2/25/2018,2018,2,8,35.86,104.19,1411,9.5,0.51,70.2,2,0,0,2,0,-8,47.4,31.2,2.7,16.1,29.7,73.4,12302,76.8,90.3,0,
1294,CHN,China,East Asia,Upper-Middle,3/4/2018,2018,3,9,35.86,104.19,1411,10.29,0.3,145,0,0,0,0,0,-11,57.6,44.4,0,19.1,15.7,71.8,12321,66.9,100,0,
1295,CHN,China,East Asia,Upper-Middle,3/11/2018,2018,3,10,35.86,104.19,1411,11.33,-0.2,153.9,1,0,0,1,12.3,15,46,25,3.5,24.2,25.1,75.5,12321,71.7,95.1,56.96197719,
1296,CHN,China,East Asia,Upper-Middle,3/18/2018,2018,3,11,35.86,104.19,1411,10.91,0.54,139.7,0,0,0,0,63.1,99,84.3,37.3,3.4,26.6,16.2,77.8,12321,68,98.7,156.3276109,
1297,CHN,China,East Asia,Upper-Middle,3/25/2018,2018,3,12,35.86,104.19,1411,12.4,0.98,152.3,0,0,1,1,42.6,65,69.8,38.1,5.5,50.7,21.4,68.3,12321,60.7,95.8,118.4824121,
1298,CHN,China,East Asia,Upper-Middle,4/1/2018,2018,4,13,35.86,104.19,1411,14.46,0.04,150.1,2,0,0,2,21.8,48,49.7,33.2,7.5,25.1,40.3,72.4,12340,67,100,74.66159696,
1299,CHN,China,East Asia,Upper-Middle,4/8/2018,2018,4,14,35.86,104.19,1411,15,0.02,73.5,1,0,0,1,15.4,24,58,41.5,1.9,20.3,25.7,71,12340,67,100,62.73764259,
1300,CHN,China,East Asia,Upper-Middle,4/15/2018,2018,4,15,35.86,104.19,1411,12.5,0.26,118.2,0,0,0,0,62.5,122,88.8,37,3.9,20.1,16.4,77.1,12340,63.9,95.8,155.90701,
1301,CHN,China,East Asia,Upper-Middle,4/22/2018,2018,4,16,35.86,104.19,1411,9.31,-1.07,79.9,0,0,0,0,64.5,94,58.2,29.4,2.7,17.7,13.2,78.6,12340,64.7,96.4,157.3090129,
1302,CHN,China,East Asia,Upper-Middle,4/29/2018,2018,4,17,35.86,104.19,1411,11.51,0.13,122,1,0,0,1,15.3,26,57.7,37.2,8.3,20,25.5,69.7,12340,71.1,86,62.5513308,
1303,CHN,China,East Asia,Upper-Middle,5/6/2018,2018,5,18,35.86,104.19,1411,8.95,-0.21,77.1,1,0,0,1,63.3,95,68.9,24.2,4.9,7,18.1,69.7,12360,69.8,98.5,156.4678112,
1304,CHN,China,East Asia,Upper-Middle,5/13/2018,2018,5,19,35.86,104.19,1411,10.02,-0.45,85.7,1,0,0,1,44.1,54,67.1,33.9,6.9,33.8,17.5,78.9,12360,70.8,100,122.1758794,
1305,CHN,China,East Asia,Upper-Middle,5/20/2018,2018,5,20,35.86,104.19,1411,5,0.07,151.3,0,0,1,1,102,151,79.9,31.8,6.5,51.4,7.8,75.7,12360,57.5,86.1,183.5965665,
1306,CHN,China,East Asia,Upper-Middle,5/27/2018,2018,5,21,35.86,104.19,1411,8.65,-0.26,87,2,0,0,2,27.2,16,72.6,30,6.4,27.2,27.4,74.6,12360,68.4,98.3,84.72243346,
1307,CHN,China,East Asia,Upper-Middle,6/3/2018,2018,6,22,35.86,104.19,1411,9.82,0.23,82.5,1,0,0,1,69.7,123,59.5,40.3,6.1,21.5,25.7,73.3,12379,66.7,100,160.9542203,
1308,CHN,China,East Asia,Upper-Middle,6/10/2018,2018,6,23,35.86,104.19,1411,3.5,-0.43,111.5,0,0,0,0,14.1,45,66.1,34.5,5.4,21.4,0,76.1,12379,75,99.2,60.31558935,
1309,CHN,China,East Asia,Upper-Middle,6/17/2018,2018,6,24,35.86,104.19,1411,8.91,-0.23,86.1,0,0,0,0,50.9,72,60.8,27.3,7.6,27.8,16.4,73,12379,67,100,138.919598,
1310,CHN,China,East Asia,Upper-Middle,6/24/2018,2018,6,25,35.86,104.19,1411,0.9,0.03,123,0,0,0,0,27,53,51.5,33.6,4.3,27.7,0,72.7,12379,67.3,100,84.34980989,
1311,CHN,China,East Asia,Upper-Middle,7/1/2018,2018,7,26,35.86,104.19,1411,4.05,-0.21,108.1,0,0,0,0,70.8,96,76.7,32.1,5.4,27.7,8.7,75.9,12398,65.7,100,161.7253219,
1312,CHN,China,East Asia,Upper-Middle,7/8/2018,2018,7,27,35.86,104.19,1411,3.15,-0.04,31.1,0,0,0,0,60.9,96,88.2,26.4,0.2,14.2,7.3,74.4,12398,67.8,100,154.7854077,
1313,CHN,China,East Asia,Upper-Middle,7/15/2018,2018,7,28,35.86,104.19,1411,-0.24,1.07,110.3,0,0,0,0,33.4,65,61.3,37.5,10.3,12.5,0,70.7,12398,70.1,99,96.27376426,
1314,CHN,China,East Asia,Upper-Middle,7/22/2018,2018,7,29,35.86,104.19,1411,2.62,-0.51,28.7,0,0,0,0,100.6,110,94.4,29.9,5.4,19.2,7.7,69.3,12398,73.5,92.8,182.6151645,
